Nombre de la Institución Educativa|Provincia|Cantón|Sostenimiento|Jornada|Número de estudiantes|Número de docentes
14 DE FEBRERO |ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|21|1
CACHA|ZAMORA CHINCHIPE|EL PANGUI|Fiscomisional|Matutina|482|16
CENTRO DE FORMACION ARTESANAL CACHA|ZAMORA CHINCHIPE|EL PANGUI|Fiscomisional|Matutina|34|3
CUEVA DE LOS TAYOS|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|11|1
JORGE IZQUIERDO|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|21|1
ESCUELA FISCAL MIXTA JAIME HURTADO GONZALEZ|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|12|1
PRIMARIA POPULAR SHAKAI|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|15|1
PRIMARIA POPULAR SAN ROQUE|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Vespertina|18|1
CENTRO EDUCATIVO  ISIDRO AYORA|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|107|13
PRINCESA TOA|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|17|2
LEONIDAS GARCIA|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|95|11
TUMBEZ MARAÑON|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|553|24
CARMEN VALDIVIEZO|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|38|2
JUDITH TAPIA|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|15|3
UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT PANGUI|ZAMORA CHINCHIPE|EL PANGUI|Fiscomisional|Matutina y Vespertina|307|7
5 DE JUNIO|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|47|3
DEMETRIO AGUILERA MALTA|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|15|1
PRIMARIA POPULAR LA ALFONSINA RECTA DEL PANGUI|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Vespertina y Nocturna|17|1
CAPITAN MARTIN (PRIMARIA)|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|28|1
JOSE PERALTA (PRIMARIA)|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|11|1
ECUADOR AMAZONICO|ZAMORA CHINCHIPE|EL PANGUI|Fiscomisional|Matutina y Nocturna|990|41
PRIMARIA POPULAR EL QUIMI|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Vespertina y Nocturna|14|1
JUAN JOSE URDIALES|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|6|1
WISUM|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|21|1
MANUEL CHIMBO CABRERA|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|27|1
PRIMARIA POPULAR LA PALMIRA|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Nocturna|15|1
REPUBLICA DE ISRAEL|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|17|1
PADRE JUAN BAUTISTA AGUIRRE|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|14|1
MIGUEL ÁNGEL ZAMBRANO|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|6|1
RIO CHUCHUMBLETZA|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|16|1
JOSE HERMINIO CARRION|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|11|1
CALICUCHIMA (PRIMARIO)|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|21|2
UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT GUISMI|ZAMORA CHINCHIPE|EL PANGUI|Fiscomisional|Matutina y Vespertina|47|3
HUALCOPO DUCHICELA|ZAMORA CHINCHIPE|EL PANGUI|Fiscomisional|Matutina|208|12
JUAN BENIGNO VELA|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|43|3
FRAY JODOCO RICKE|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|23|1
ESCUELA ANDRES BELLO|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|16|1
JAIME ROLDOS AGUILERA|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|171|11
UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT TUNDAYME|ZAMORA CHINCHIPE|EL PANGUI|Fiscomisional|Matutina y Vespertina|43|7
TRES DE NOVIEMBRE|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|7|1
PRIMARIA  POPULAR  MIASSI|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Nocturna|15|1
SARGENTO MIGUEL AVANANCHI|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|7|1
ABELARDO MONCAYO|ZAMORA CHINCHIPE|EL PANGUI|Fiscal|Matutina|136|11
PRIMARIA POPULAR SANTA ROSA Y SAN RAMON|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|15|1
PRIMARIA POPULAR GUAYZIMI|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|17|1
RAMON AUJTAKAI|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|16|1
UNIDAD EDUCATIVA EXPERIMENTAL A DISTANCIA DE ZAMORA CH EXT GUAYZIMI|ZAMORA CHINCHIPE|NANGARITZA|Fiscomisional|Matutina y Vespertina|145|7
CENTRO ARTESANAL GUAYZIMI|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Nocturna|25|4
SOLDADO VICENTE ARNULFO ROSERO PALACIOS|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|187|9
MONS JORGE MOSQUERA|ZAMORA CHINCHIPE|NANGARITZA|Fiscomisional|Matutina|319|15
MIGUEL DE SANTIAGO|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|13|1
DOLORES CACUANGO|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|16|1
FELIPE WAMPASH|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|35|1
JOSE LUIS NANTIPA|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|98|9
ISABEL WAMPASH|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|45|3
COLEGIO TECNICO AGROPECUARIO RIO NANGARITZA|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina y Nocturna|435|22
BASE SUR|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|21|1
JUAN CHUINDA|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|86|8
NUNKUI|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|9|1
TERESA YAMPIK|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|15|1
TENTETS|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|10|1
TSENKEANK|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|8|1
JOSÉ SHARUP|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|26|2
FRONTERA ECUATORIANA|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|4|1
UNIDAD EDUCATIVA EXPERIMIENTAL A DISTANCIA ZAMORA CH EXT ZURMI|ZAMORA CHINCHIPE|NANGARITZA|Fiscomisional|Matutina y Vespertina|48|4
SAN MARTIN DE PORRES|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|13|1
EMBLEMA NACIONAL|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|16|1
CORDILLERA DEL CONDOR|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|52|3
CABO CARLOS CHAMBA PALADINES|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|6|1
MANUEL SARANGO ROMERO|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|64|4
YAWINTS|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|38|2
JOSE ANTONIO|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|31|1
ETSEKIAM|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|21|1
PEDRO FERMIN CEVALLOS|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|236|13
VICTOR REYES CARDENAS |ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|8|1
PRIMARIA POPULAR LOS GERANIOS|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|16|1
TIWIRAM|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|35|3
ARUTAM|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|24|2
WAMPACH|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|63|6
MANUEL CAIZA UNTUÑA|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|37|3
TENIENTE SEGUNDO QUIROZ|ZAMORA CHINCHIPE|NANGARITZA|Fiscal|Matutina|86|5
CELSO BERMEO ROA|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|12|1
UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT PALANDA|ZAMORA CHINCHIPE|PALANDA|Fiscomisional|Matutina y Vespertina|224|7
JUAN MONTALVO|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|15|1
ALBERTO SAETAMA MASACHE|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|45|5
LA DOLOROSA|ZAMORA CHINCHIPE|PALANDA|Fiscomisional|Matutina|143|9
RIO MANCHINANTZA|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|11|1
REPUBLICA DE FRANCIA|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|83|8
UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT PUCARON|ZAMORA CHINCHIPE|PALANDA|Fiscomisional|Matutina y Vespertina|39|3
CENTRO ARTESANAL PALANDA|ZAMORA CHINCHIPE|PALANDA|Fiscal|Vespertina|18|4
CIUDAD DE RIOBAMBA|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|33|3
MANUEL J  CALLE|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|7|1
SAN AGUSTIN|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|22|2
OSWALDO GUAYASAMIN|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|15|2
ABDON CALDERON|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|15|2
CIUDAD DE ZAMORA|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|13|1
UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT FATIMA|ZAMORA CHINCHIPE|PALANDA|Fiscomisional|Matutina y Vespertina|34|3
TENIENTE HUGO ORTIZ|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|454|18
LUIS GODIN|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|4|1
PROVINCIA DE PASTAZA|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|20|2
COLEGIO TECNICO ORIENTE ECUATORIANO|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|332|20
CENTRO ARTESANAL VALLADOLID|ZAMORA CHINCHIPE|PALANDA|Fiscal|Nocturna|10|3
GONZALO PIZARRO|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|20|2
CIUDAD DE LOJA|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|6|1
CIUDAD DE LOYOLA|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|37|4
FRANCISCO DE ORELLANA|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|168|10
CUIDAD DE LOYOLA|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|176|19
OSCAR EFREN REYES|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|25|2
JHON  F  KENNEDY|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|118|5
COLEGIO  NACIONAL  EL PORVENIR|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|69|9
UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT NUMBALA BAJO|ZAMORA CHINCHIPE|PALANDA|Fiscomisional|Matutina y Vespertina|14|2
UNIDAD ED EXPERIM A DISTANCIA ZAMORA CH EXTSAN JUAN DE PUNCHIS|ZAMORA CHINCHIPE|PALANDA|Fiscomisional|Matutina y Vespertina|50|4
EMILIO CAMACHO|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|10|1
LIBERTADOR SIMON  BOLIVAR|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|11|1
HERNAN IÑIGUEZ|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|62|3
JOSE MEJIA LEQUERICA|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|90|9
MONSEÑOR LEONIDAS PROAÑO|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|13|1
EDGAR JIJON|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|23|2
UNIDAD EDUC EXPERIMENTAL A DISTANCIA  ZAMORA CH EXT SANTA CLARA|ZAMORA CHINCHIPE|PALANDA|Fiscomisional|Matutina y Vespertina|73|5
LEONARDO CARRION|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|22|1
GUADALUPE  LARRIVA|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|7|1
ANGEL POLIBIO CHAVEZ|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|33|3
MADRE TERESA DE CALCUTA|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|22|2
SULTANA DE LOS ANDES|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|14|1
FERNANDO DAQUILEMA|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|55|4
LUIS RIVADENEIRA ESCOBAR|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|155|8
HERNANDO DE BENAVENTE|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|126|11
MARCO AGILA|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|26|2
AUDILIO  YERENE TAMBO AGUINSACA|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|4|1
MARCO CHAMBA FAICAN|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|18|1
MARCO ORTEGA|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|14|1
COLEGIO VALLE DEL CHINCHIPE|ZAMORA CHINCHIPE|PALANDA|Fiscal|Matutina|129|9
PRIMARIA POPULAR BELLAVISTA|ZAMORA CHINCHIPE|PAQUISHA|Fiscal|Matutina, Vesperina y Nocturna|17|1
CONGUIME|ZAMORA CHINCHIPE|PAQUISHA|Fiscal|Vespertina|0|0
UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT BELLAVISTA|ZAMORA CHINCHIPE|PAQUISHA|Fiscomisional|Matutina y Vespertina|26|5
HEROES DE PAQUISHA|ZAMORA CHINCHIPE|PAQUISHA|Fiscal|Matutina|86|7
MIGUEL RIOFRIO|ZAMORA CHINCHIPE|PAQUISHA|Fiscal|Matutina|7|1
PEDRO KASENT|ZAMORA CHINCHIPE|PAQUISHA|Fiscal|Matutina|15|1
UNIDAD EDUCATIVA EDUARDO JUANK MIIK|ZAMORA CHINCHIPE|PAQUISHA|Fiscal|Matutina|154|13
CIUDAD DE PAQUISHA|ZAMORA CHINCHIPE|PAQUISHA|Fiscal|Matutina|136|9
ANTONIO CHUMAPI|ZAMORA CHINCHIPE|PAQUISHA|Fiscal|Matutina|41|3
PADRE AMABLE CARRION|ZAMORA CHINCHIPE|PAQUISHA|Fiscal|Matutina|16|1
CIUDAD DE SARAGURO|ZAMORA CHINCHIPE|PAQUISHA|Fiscal|Matutina|42|2
JOAQUIN GALLEGOS LARA|ZAMORA CHINCHIPE|PAQUISHA|Fiscal|Matutina|26|2
EDWIN VALENCIA|ZAMORA CHINCHIPE|PAQUISHA|Fiscal|Matutina|58|5
RIO CANCHIS|ZAMORA CHINCHIPE|PAQUISHA|Fiscal|Matutina|156|9
HEROES DEL CENEPA|ZAMORA CHINCHIPE|PAQUISHA|Fiscal|Matutina|40|2
CONCHITA SALAMEA|ZAMORA CHINCHIPE|PAQUISHA|Fiscal|Matutina|9|1
ABDON CALDERON MUÑOZ|ZAMORA CHINCHIPE|PAQUISHA|Fiscal|Matutina|43|2
GASPAR DE CARVAJAL|ZAMORA CHINCHIPE|PAQUISHA|Fiscal|Matutina|15|1
JOSE MARIA URBINA|ZAMORA CHINCHIPE|PAQUISHA|Fiscal|Matutina|20|1
VICENTE ROCAFUERTE|ZAMORA CHINCHIPE|PAQUISHA|Fiscal|Matutina|67|5
SEGUNDO CUEVA CELI|ZAMORA CHINCHIPE|PAQUISHA|Fiscomisional|Matutina|263|14
INSTITUTO TECNICO SUPERIOR SOBERANIA NACIONAL|ZAMORA CHINCHIPE|PAQUISHA|Fiscal|Matutina y Nocturna|432|24
PRIMARIA POPULAR SAN ANTONIO|ZAMORA CHINCHIPE|PAQUISHA|Fiscal|Matutina|17|1
PRIMARIA POPULAR CHICHIS|ZAMORA CHINCHIPE|PAQUISHA|Fiscal|Matutina|16|1
ANGEL TORRES  ALVEAR|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|12|1
INTIPAK CHURI|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|9|1
KAWSAY ÑAN|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|9|1
KUNTUR SAMANA|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|7|1
MANUEL GUALAN|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|13|1
BARBASCAL|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina y Vespertina|27|1
ENRIQUE GIL GILBERTH|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|31|2
GLORIA ALBERTINA IÑIGUEZ|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|13|1
UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXT 28 DE MAYO|ZAMORA CHINCHIPE|YACUAMBI|Fiscomisional|Matutina y Vespertina|182|6
DANIEL CHALAN MATRIZ RCECIB EUGENIO DE SANTA CRUZ Y ESPEJO|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|215|14
ERNESTO GUEVARA|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|31|2
RIO MAYO|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|7|1
FRAY ENRIQUE VACAS GALINDO|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|43|3
GENERAL  QUIZQUIZ|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|20|2
JOSÉ MARIA URBINA|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|30|2
INKA SAMANA|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|15|2
WIÑAY SISA|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|9|1
YACHANA HUASI|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|24|1
FERNANDO DAQUILEMA|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|7|1
GUADALUPE LARRIBA GONZALEZ|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|6|1
SEBASTIAN GUAILLAS|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|13|1
JAIME IZQUIERDO|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|21|1
RUNA SHUNKU|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|13|1
OTTO AROSEMENA GOMEZ|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|61|5
COLEGIO TECNICO ALONSO DE MERCADILLO|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina y Nocturna|377|19
PEDEMONTE MOSQUERA|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|175|10
SEBASTIAN DE BENALCAZAR|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|38|3
JULIO JARAMILLO|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|10|1
JUDITH YOLANDA MEJIA GALVEZ|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|13|1
SAMI RIKCHAY|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|16|1
CIUDAD DE AZOGUEZ|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|8|1
LUIS ALFONSO MERINO|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|9|1
GENERAL RUMIÑAHUI|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|11|1
LUIS ANTONIO NANCHI|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|4|1
TUPAC AMARU|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|30|2
HUAYNA CAPAC|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|74|6
LUIS TSUKANKA|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|116|7
HERMANA ESPERANZA SARANGO|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|22|2
CIUDAD DE IBARRA|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|50|3
LUIS ALFREDO MARTINEZ|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|10|1
ESCUELA DANIEL MARTINEZ|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|29|3
JOSE MANUEL ARMIJOS PINEDA|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|37|3
ANGEL NOLBERTO SUAREZ|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|62|6
PRINCESA NUNKUI|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|112|10
INCA ÑAN|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|8|1
EUDOFILO ALVAREZ|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|24|1
NICOLAS INFANTE|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|21|1
TRANSITO AMAGUAÑA|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|12|1
INTI  LLAKTA|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|23|1
YAKUCHINKARIK|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|36|3
ESCUELA SIMON BOLIVAR|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|12|1
UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXTEN TUTUPALI|ZAMORA CHINCHIPE|YACUAMBI|Fiscomisional|Matutina y Vespertina|35|4
ESCUELA FISCAL MIXTA GENERAL MIRANDA|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|68|7
JAIME ROLDOS AGUILERA|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|41|2
CENTRO LA ESPERANZA|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina y Vespertina|15|1
MODESTO CHAVEZ FRANCO|ZAMORA CHINCHIPE|YACUAMBI|Fiscal|Matutina|11|1
UNIDAD EDU  A DISTANCIA ZAMORA CH EXT EL ZARZA|ZAMORA CHINCHIPE|YANTZAZA|Fiscomisional|Matutina y Vespertina|38|5
IDELSA ROMERO|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina|17|1
UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH  EXT YANTZATZA|ZAMORA CHINCHIPE|YANTZAZA|Fiscomisional|Matutina y Vespertina|257|7
PRIMARIA POPULAR GRAN COLOMBIA|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Vespertina y Nocturna|15|1
LOS ACHOS ALTO|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina y Vespertina|21|1
ALBERTINA  LALANGUI|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina|17|1
PRIMARIA POPULAR NANKAIS|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina y Vespertina|15|1
11 DE DICIEMBRE|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina|7|1
ANTONIO NEUMANE|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina|6|1
LEOPOLDO IZQUIETA PEREZ|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina|15|1
ESCUELA LEOPOLDO LUCERO|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina|24|2
GENERAL RUMINAHUI|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina|944|45
HERNAN CORTEZ|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina|19|1
JUAN PIO MONTUFAR|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina|149|10
SOR RUFINA|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina|55|4
SOLDADO  RAFAEL  PULLAGUARI|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina|50|3
DIEZ DE NOVIEMBRE|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina|15|1
ESCUELA DR PEDRO MONCAYO|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina|31|2
JUAN XXIII|ZAMORA CHINCHIPE|YANTZAZA|Fiscomisional|Matutina|1267|60
MARIA PAULINA SOLIS (ESCUELA)|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina|679|28
MARTHA BUCARAM DE ROLDOS|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina y Nocturna|745|42
CRISTOBAL COLON|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina|91|10
JACINTO JIJON Y CAAMAÑO|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina|4|1
VICENTE O BASTIDAS (PRIMARIO)|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina|10|1
REMIGIO CRESPO TORAL (PRIMARIO)|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina|9|1
ESCUELA ESPECIAL MATILDE GUZMAN|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina|33|5
CENTRO ARTESANAL MANUELITA SAENZ|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Nocturna|158|16
HOMERO VITERI LAFONTE (PRIMARIO)|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina|17|2
CARLOS CALLE VERDUGO|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina|13|1
DR VICTOR EMILIO UZCATEGUI|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina|211|11
CASPICARA|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina|55|8
INSTITUTO TECNOLOGICO SUPERIOR PRIMERO DE MAYO|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina y Nocturna|1559|93
CENTRO DE ALFABETIZACION DE CHICAÑA|ZAMORA CHINCHIPE|YANTZAZA|Fiscal|Matutina, Vesperina y Nocturna|14|1
